
code	|	taxid	|	primary taxid	|	taxname
1	|	37329	|	37329	|	Nocardia farcinica
1	|	37330	|	37330	|	Nocardia nova
1	|	37332	|	37332	|	Nocardia seriolae
1	|	37360	|	37360	|	Plasmodiophora brassicae
1	|	37372	|	37372	|	Helicobacter bilis
1	|	37636	|	37636	|	Thermus scotoductus
1	|	37637	|	37637	|	Corynebacterium pseudodiphtheriticum
1	|	37659	|	37659	|	Clostridium algidicarnis
1	|	37662	|	37662	|	Brettanomyces anomalus
1	|	37727	|	37727	|	Talaromyces marneffei
1	|	37734	|	37734	|	Enterococcus casseliflavus
1	|	37915	|	37915	|	Dietzia maris
1	|	37919	|	37919	|	Rhodococcus opacus
1	|	37921	|	37921	|	Arthrobacter agilis
1	|	37923	|	37923	|	Rothia kristinae
1	|	37928	|	37928	|	Arthrobacter crystallopoietes
1	|	37929	|	37929	|	Glutamicibacter nicotianae
1	|	37931	|	37931	|	Paenarthrobacter ureafaciens
1	|	38170	|	38170	|	Avian orthoreovirus
1	|	38289	|	38289	|	Corynebacterium jeikeium
1	|	38290	|	38290	|	Corynebacterium macginleyi
1	|	38293	|	38293	|	Photobacterium damselae
1	|	38301	|	38301	|	Corynebacterium minutissimum
1	|	38304	|	38304	|	Corynebacterium tuberculostearicum
1	|	38307	|	38307	|	Gluconobacter cerinus
1	|	38308	|	38308	|	Gluconobacter frateurii
1	|	38313	|	38313	|	Shewanella algae
1	|	38323	|	38323	|	Bartonella henselae
1	|	38448	|	38448	|	Monilinia fructicola
1	|	38525	|	38525	|	Avian metapneumovirus
1	|	39152	|	39152	|	Methanococcus maripaludis
1	|	39291	|	39291	|	Athelia rolfsii
1	|	39412	|	39412	|	Phialophora verrucosa
1	|	39482	|	39482	|	Faecalicatena contorta
1	|	39483	|	39483	|	Faecalitalea cylindroides
1	|	39485	|	39485	|	Lachnospira eligens
1	|	39486	|	39486	|	Dorea formicigenerans
1	|	39488	|	39488	|	Anaerobutyricum hallii
1	|	39490	|	39490	|	Eubacterium ramulus
1	|	39496	|	39496	|	Eubacterium ventriosum
1	|	39645	|	39645	|	Mesorhizobium ciceri
1	|	39664	|	39664	|	Methanohalophilus portucalensis
1	|	39691	|	39691	|	Mycolicibacterium moriokaense
1	|	39693	|	39693	|	Mycolicibacterium porcinum
1	|	39708	|	39708	|	Junonia coenia
1	|	39777	|	39777	|	Veillonella atypica
1	|	39778	|	39778	|	Veillonella dispar
1	|	39791	|	39791	|	Corynebacterium glucuronolyticum
1	|	39803	|	39803	|	Escherichia virus Qbeta
1	|	39804	|	39804	|	Escherichia virus FI
1	|	39962	|	39962	|	Legionella moravica
1	|	40050	|	40050	|	African horse sickness virus
1	|	40051	|	40051	|	Bluetongue virus
1	|	40145	|	40145	|	Tricholoma matsutake
1	|	40151	|	40151	|	Monodon monoceros
1	|	40199	|	40199	|	Fusarium avenaceum
1	|	40214	|	40214	|	Acinetobacter johnsonii
1	|	40215	|	40215	|	Acinetobacter junii
1	|	40216	|	40216	|	Acinetobacter radioresistens
1	|	40262	|	40262	|	Cryphonectria radicalis
1	|	40318	|	40318	|	Streptomyces nodosus
1	|	40324	|	40324	|	Stenotrophomonas maltophilia
1	|	40366	|	40366	|	Drosophila americana
1	|	40381	|	40381	|	Aspergillus unguis
1	|	40518	|	40518	|	Ruminococcus bromii
1	|	40520	|	40520	|	Blautia obeum
1	|	40545	|	40545	|	Sutterella wadsworthensis
1	|	40559	|	40559	|	Botrytis cinerea
1	|	40576	|	40576	|	Xenorhabdus bovienii
1	|	40997	|	40997	|	Elsinoe fawcettii
1	|	40998	|	40998	|	Elsinoe australis
1	|	41058	|	41058	|	Aspergillus sojae
1	|	41170	|	41170	|	Exiguobacterium acetylicum
1	|	41202	|	41202	|	Ewingella americana
1	|	41276	|	41276	|	Brevundimonas vesicularis
1	|	41734	|	41734	|	Aspergillus latus
1	|	41899	|	41899	|	Burkholderia plantarii
1	|	41977	|	41977	|	Azoarcus communis
1	|	41997	|	41997	|	Enterococcus saccharolyticus
1	|	42062	|	42062	|	Drosophila nasuta
1	|	42197	|	42197	|	Actinosynnema pretiosum
1	|	42229	|	42229	|	Prunus avium
1	|	42234	|	42234	|	Streptomyces acidiscabies
1	|	42322	|	42322	|	Eubacterium ruminantium
1	|	42345	|	42345	|	Phoenix dactylifera
1	|	42354	|	42354	|	Nitrosomonas oligotropha
1	|	42858	|	42858	|	Mammaliicoccus lentus
1	|	43049	|	43049	|	Tilletia indica
1	|	43080	|	43080	|	Sulfolobus islandicus
1	|	43179	|	43179	|	Ictidomys tridecemlineatus
1	|	43263	|	43263	|	Pseudomonas alcaligenes
1	|	43304	|	43304	|	Mycolicibacterium peregrinum
1	|	43305	|	43305	|	Butyrivibrio proteoclasticus
1	|	43595	|	43595	|	Halanaerobium saccharolyticum
1	|	43654	|	43654	|	Pseudoalteromonas aurantia
1	|	43657	|	43657	|	Pseudoalteromonas luteoviolacea
1	|	43658	|	43658	|	Pseudoalteromonas rubra
1	|	43659	|	43659	|	Pseudoalteromonas tetraodonis
1	|	43662	|	43662	|	Pseudoalteromonas piscicida
1	|	43675	|	43675	|	Rothia mucilaginosa
1	|	43687	|	43687	|	Metallosphaera sedula
1	|	43765	|	43765	|	Corynebacterium amycolatum
1	|	43767	|	43767	|	Rhodococcus hoagii
1	|	43768	|	43768	|	Corynebacterium matruchotii
1	|	43769	|	43769	|	Corynebacterium propinquum
1	|	43770	|	43770	|	Corynebacterium striatum
1	|	43771	|	43771	|	Corynebacterium urealyticum
1	|	43992	|	43992	|	Bradyrhizobium liaoningense
1	|	44008	|	44008	|	Enterococcus cecorum
1	|	44009	|	44009	|	Enterococcus dispar
1	|	44250	|	44250	|	Paenibacillus alvei
1	|	44252	|	44252	|	Paenibacillus macerans
1	|	44271	|	44271	|	Leishmania chagasi
1	|	44560	|	44560	|	Ageratum yellow vein virus
1	|	44574	|	44574	|	Nitrosomonas communis
1	|	44577	|	44577	|	Nitrosomonas ureae
1	|	44752	|	44752	|	Rhodococcus wratislaviensis
1	|	44930	|	44930	|	Natronobacterium gregoryi
1	|	44935	|	44935	|	Halomonas venusta
1	|	45065	|	45065	|	Legionella geestiana
1	|	45067	|	45067	|	Legionella lansingensis
1	|	45071	|	45071	|	Legionella parisiensis
1	|	45073	|	45073	|	Legionella quinlivanii
1	|	45130	|	45130	|	Bipolaris sorokiniana
1	|	45133	|	45133	|	Lasiodiplodia theobromae
1	|	45151	|	45151	|	Pyrenophora tritici-repentis
1	|	45157	|	45157	|	Cyanidioschyzon merolae
1	|	45357	|	45357	|	[Candida] haemuloni
1	|	45462	|	45462	|	Brevibacillus borstelensis
1	|	45634	|	45634	|	Streptococcus cristatus
1	|	45658	|	45658	|	Vibrio scophthalmi
1	|	45668	|	45668	|	Halobacillus litoralis
1	|	45670	|	45670	|	Salinicoccus roseus
1	|	45972	|	45972	|	Staphylococcus pasteuri
1	|	46126	|	46126	|	Staphylococcus chromogenes
1	|	46127	|	46127	|	Staphylococcus felis
1	|	46206	|	46206	|	Pseudobutyrivibrio ruminis
1	|	46224	|	46224	|	Bacillus sporothermodurans
1	|	46228	|	46228	|	[Ruminococcus] lactaris
1	|	46256	|	46256	|	Weissella hellenica
1	|	46257	|	46257	|	Pseudomonas avellanae
1	|	46503	|	46503	|	Parabacteroides merdae
1	|	46506	|	46506	|	Bacteroides stercoris
1	|	46541	|	46541	|	Thermosipho melanesiensis
1	|	46578	|	46578	|	Pseudosimochromis marginatus
1	|	46634	|	46634	|	Aureobasidium melanogenum
1	|	46677	|	46677	|	Pseudomonas agarici
1	|	46678	|	46678	|	Pseudomonas caricapapayae
1	|	46679	|	46679	|	Pseudomonas mucidolens
1	|	46680	|	46680	|	Pseudomonas nitroreducens
1	|	46867	|	46867	|	Clostridium chauvoei
1	|	47312	|	47312	|	Tsukamurella pulmonis
1	|	47466	|	47466	|	Borrelia miyamotoi
1	|	47500	|	47500	|	Aneurinibacillus migulanus
1	|	47678	|	47678	|	Bacteroides caccae
1	|	47715	|	47715	|	Lacticaseibacillus rhamnosus
1	|	47716	|	47716	|	Streptomyces olivaceus
1	|	47735	|	47735	|	Bibersteinia trehalosi
1	|	47763	|	47763	|	Streptomyces lydicus
1	|	47770	|	47770	|	Lactobacillus crispatus
1	|	47845	|	47845	|	Brachybacterium alimentarium
1	|	47850	|	47850	|	Micromonospora aurantiaca
1	|	47877	|	47877	|	Pseudomonas amygdali
1	|	47878	|	47878	|	Pseudomonas azotoformans
1	|	47879	|	47879	|	Pseudomonas corrugata
1	|	47880	|	47880	|	Pseudomonas fulva
1	|	47883	|	47883	|	Pseudomonas synxantha
1	|	47884	|	47884	|	Pseudomonas taetrolens
1	|	47885	|	47885	|	Pseudomonas oryzihabitans
1	|	47886	|	47886	|	Pseudomonas luteola
1	|	47917	|	47917	|	Serratia fonticola
1	|	47951	|	47951	|	Vibrio cyclitrophicus
1	|	48003	|	48003	|	Mycoplasma pullorum
1	|	48296	|	48296	|	Acinetobacter pittii
1	|	48490	|	48490	|	Fusarium circinatum
1	|	48664	|	48664	|	Xanthomonas fragariae
1	|	49283	|	49283	|	Paenibacillus thiaminolyticus
1	|	49338	|	49338	|	Desulfitobacterium hafniense
1	|	50338	|	50338	|	Rhizobium sullae
1	|	50340	|	50340	|	Pseudomonas fuscovaginae
1	|	50719	|	50719	|	Vibrio diabolicus
1	|	50960	|	50960	|	Helicobacter trogontum
1	|	51101	|	51101	|	Brevibacillus agri
1	|	51173	|	51173	|	Ureibacillus thermosphaericus
1	|	51203	|	51203	|	Methanohalophilus euhalobius
1	|	51288	|	51288	|	Kluyvera ascorbata
1	|	51338	|	51338	|	Castor canadensis
1	|	51453	|	51453	|	Trichoderma reesei
1	|	51541	|	51541	|	Spraguea lophii
1	|	51589	|	51589	|	Haloarcula hispanica
1	|	51655	|	51655	|	Plutella xylostella
1	|	51663	|	51663	|	Pediococcus damnosus
1	|	51665	|	51665	|	Aerococcus urinaeequi
1	|	51669	|	51669	|	Tetragenococcus halophilus
1	|	52133	|	52133	|	Acinetobacter venetianus
1	|	52242	|	52242	|	Lactobacillus gallinarum
1	|	52442	|	52442	|	Nitrosomonas nitrosa
1	|	52584	|	52584	|	Brachyspira pilosicoli
1	|	52586	|	52586	|	Erysiphe necator
1	|	52689	|	52689	|	Acetobacterium bakii
1	|	52767	|	52767	|	Actinomyces denticolens
1	|	52904	|	52904	|	Scophthalmus maximus
1	|	53260	|	53260	|	Papaya leaf curl virus
1	|	53344	|	53344	|	Staphylococcus delphini
1	|	53345	|	53345	|	Enterococcus durans
1	|	53346	|	53346	|	Enterococcus mundtii
1	|	53374	|	53374	|	Corynebacterium coyleae
1	|	53407	|	53407	|	Pseudomonas asplenii
1	|	53408	|	53408	|	Pseudomonas citronellolis
1	|	53409	|	53409	|	Pseudomonas coronafaciens
1	|	53413	|	53413	|	Xanthomonas axonopodis
1	|	53437	|	53437	|	Nocardiopsis alba
1	|	53442	|	53442	|	Eubacterium callanderi
1	|	53444	|	53444	|	Fructilactobacillus lindneri
1	|	53446	|	53446	|	Streptomyces cinnamoneus
1	|	53485	|	53485	|	Pyrenophora teres
1	|	53985	|	53985	|	Phytophthora fragariae
1	|	54005	|	54005	|	Peptoniphilus harei
1	|	54121	|	54121	|	Halanaerobium congolense
1	|	54289	|	54289	|	Vicia cryptic virus
1	|	54291	|	54291	|	Raoultella ornithinolytica
1	|	54571	|	54571	|	Streptomyces venezuelae
1	|	54736	|	54736	|	Salmonella bongori
1	|	54913	|	54913	|	Brevibacillus formosus
1	|	54915	|	54915	|	Brevibacillus reuszeri
1	|	55169	|	55169	|	Botryosphaeria dothidea
1	|	55194	|	55194	|	Malassezia furfur
1	|	55197	|	55197	|	Flavobacterium branchiophilum
1	|	55208	|	55208	|	Pectobacterium wasabiae
1	|	55211	|	55211	|	Erwinia persicina
1	|	55212	|	55212	|	Erwinia rhapontici
1	|	55218	|	55218	|	Ruegeria lacuscaerulensis
1	|	55363	|	55363	|	Diospyros lotus
1	|	55601	|	55601	|	Vibrio anguillarum
1	|	56192	|	56192	|	Photobacterium iliopiscarium
1	|	56448	|	56448	|	Xanthomonas arboricola
1	|	56454	|	56454	|	Xanthomonas hortorum
1	|	56458	|	56458	|	Xanthomonas sacchari
1	|	56459	|	56459	|	Xanthomonas vasicola
1	|	56460	|	56460	|	Xanthomonas vesicatoria
1	|	56689	|	56689	|	Mycolicibacterium mucogenicum
1	|	56812	|	56812	|	Shewanella frigidimarina
1	|	56877	|	56877	|	Helicobacter bizzozeronii
1	|	56878	|	56878	|	Helicobacter salomonis
1	|	57037	|	57037	|	Lacticaseibacillus zeae
1	|	57043	|	57043	|	Microbacterium esteraromaticum
1	|	57482	|	57482	|	European bat 1 lyssavirus
1	|	57676	|	57676	|	Rhizobium mongolense
1	|	57704	|	57704	|	Tsukamurella tyrosinosolvens
1	|	57705	|	57705	|	Halomicrobium mukohataei
1	|	57706	|	57706	|	Citrobacter braakii
1	|	57732	|	57732	|	Enterococcus asini
1	|	57975	|	57975	|	Burkholderia thailandensis
1	|	58117	|	58117	|	Microbispora rosea
1	|	58169	|	58169	|	Rahnella inusitata
1	|	58291	|	58291	|	Rhizopus microsporus
1	|	58343	|	58343	|	Streptomyces canus
1	|	59310	|	59310	|	Streptococcus macedonicus
1	|	59479	|	59479	|	Rhinolophus ferrumequinum
1	|	59509	|	59509	|	Lumpy skin disease virus
1	|	59586	|	59586	|	Corynespora cassiicola
1	|	59729	|	59729	|	Taeniopygia guttata
1	|	59737	|	59737	|	Rathayibacter iranicus
1	|	59799	|	59799	|	Angomonas deanei
1	|	59813	|	59813	|	Mycolicibacterium novocastrense
1	|	59814	|	59814	|	Pantoea dispersa
1	|	59816	|	59816	|	Yellowtail ascites virus
1	|	59817	|	59817	|	Faba bean necrotic yellows virus
1	|	59843	|	59843	|	Paenibacillus glucanolyticus
1	|	59893	|	59893	|	Paenibacillus peoriae
1	|	60137	|	60137	|	Sulfitobacter pontiacus
1	|	60169	|	60169	|	Penicillium polonicum
1	|	60520	|	60520	|	Lactiplantibacillus paraplantarum
1	|	60549	|	60549	|	Paraburkholderia phenazinium
1	|	60550	|	60550	|	Burkholderia pyrrocinia
1	|	60552	|	60552	|	Burkholderia vietnamiensis
1	|	60847	|	60847	|	Halogeometricum borinquense
1	|	60890	|	60890	|	Phaeobacter gallaeciensis
1	|	61015	|	61015	|	Staphylococcus succinus
1	|	61235	|	61235	|	Fusarium equiseti
1	|	61284	|	61284	|	Fusarium tricinctum
1	|	61435	|	61435	|	Dehalococcoides mccartyi
1	|	61476	|	61476	|	Timema cristinae
1	|	61645	|	61645	|	Enterobacter asburiae
1	|	61646	|	61646	|	Lelliottia amnigena
1	|	61647	|	61647	|	Pluralibacter gergoviae
1	|	61648	|	61648	|	Kluyvera intermedia
1	|	61651	|	61651	|	Serratia ficaria
1	|	61652	|	61652	|	Serratia rubidaea
1	|	62079	|	62079	|	East African cassava mosaic virus
1	|	62088	|	62088	|	Borreliella valaisiana
1	|	62322	|	62322	|	Shewanella baltica
1	|	63436	|	63436	|	Leptopilina heterotoma
1	|	63577	|	63577	|	Trichoderma atroviride
1	|	64104	|	64104	|	Bacillus pseudomycoides
1	|	64320	|	64320	|	Zika virus
1	|	64363	|	64363	|	Dothistroma septosporum
1	|	64495	|	64495	|	Rhizopus oryzae
1	|	64518	|	64518	|	Mortierella alpina
1	|	65058	|	65058	|	Corynebacterium ulcerans
1	|	65357	|	65357	|	Albugo candida
1	|	65489	|	65489	|	Oryza barthii
1	|	65612	|	65612	|	Isoodon obesulus
1	|	65958	|	65958	|	Komagataeibacter oboediens
1	|	65959	|	65959	|	Acetobacter pomorum
1	|	66219	|	66219	|	Lachnoclostridium phytofermentans
1	|	66269	|	66269	|	Pantoea stewartii
1	|	66370	|	66370	|	Streptomyces flaveus
1	|	66428	|	66428	|	Streptomyces parvus
1	|	66851	|	66851	|	Methanobrevibacter oralis
1	|	66948	|	66948	|	Meyerozyma caribbica
1	|	67258	|	67258	|	Streptomyces cavourensis
1	|	67260	|	67260	|	Streptomyces cinereoruber
1	|	67294	|	67294	|	Streptomyces filamentosus
1	|	67304	|	67304	|	Streptomyces griseorubiginosus
1	|	67351	|	67351	|	Streptomyces californicus
1	|	67581	|	67581	|	Streptomyces viridosporus
1	|	67780	|	67780	|	Edwardsiella ictaluri
1	|	67824	|	67824	|	Citrobacter farmeri
1	|	67825	|	67825	|	Citrobacter rodentium
1	|	67826	|	67826	|	Citrobacter sedlakii
1	|	67827	|	67827	|	Citrobacter werkmanii
1	|	67855	|	67855	|	Muribacter muris
1	|	68170	|	68170	|	Lentzea aerocolonigenes
1	|	68186	|	68186	|	Streptomyces chryseus
1	|	68202	|	68202	|	Streptomyces fulvissimus
1	|	68239	|	68239	|	Streptomyces mirabilis
1	|	68270	|	68270	|	Streptomyces spectabilis
1	|	68570	|	68570	|	Streptomyces albulus
1	|	68886	|	68886	|	Theileria orientalis
1	|	68892	|	68892	|	Streptococcus infantis
1	|	68895	|	68895	|	Cupriavidus basilensis
1	|	69181	|	69181	|	Brassica cretica
1	|	69218	|	69218	|	Enterobacter cancerogenus
1	|	69220	|	69220	|	Lelliottia nimipressuralis
1	|	69293	|	69293	|	Gasterosteus aculeatus
1	|	69373	|	69373	|	Curtobacterium pusillum
1	|	69395	|	69395	|	Caulobacter henricii
1	|	69781	|	69781	|	Penicillium oxalicum
1	|	69824	|	69824	|	[Clostridium] cocleatum
1	|	69966	|	69966	|	Macrococcus caseolyticus
1	|	70255	|	70255	|	Staphylococcus condimenti
1	|	70346	|	70346	|	Acinetobacter variabilis
1	|	70448	|	70448	|	Ostreococcus tauri
1	|	70611	|	70611	|	Legionella taurinensis
1	|	70775	|	70775	|	Pseudomonas plecoglossicida
1	|	70799	|	70799	|	Nodularia spumigena
1	|	71237	|	71237	|	Mammaliicoccus vitulinus
1	|	71451	|	71451	|	Enterococcus malodoratus
1	|	71452	|	71452	|	Enterococcus raffinosus
1	|	71657	|	71657	|	Lonsdalea quercina
1	|	71999	|	71999	|	Kocuria palustris
1	|	72000	|	72000	|	Kocuria rhizophila
1	|	72026	|	72026	|	Helcococcus ovis
1	|	72036	|	72036	|	Lepeophtheirus salmonis
1	|	72149	|	72149	|	Aichivirus A
1	|	72228	|	72228	|	Ophiocordyceps sinensis
1	|	72360	|	72360	|	Bacillus mojavensis
1	|	72361	|	72361	|	Bacillus vallismortis
1	|	72520	|	72520	|	Nannochloropsis gaditana
1	|	72556	|	72556	|	Achromobacter piechaudii
1	|	72557	|	72557	|	Achromobacter ruhlandii
1	|	74316	|	74316	|	Brevundimonas aurantiaca
1	|	74329	|	74329	|	Brevundimonas mediterranea
1	|	74426	|	74426	|	Collinsella aerofaciens
1	|	74706	|	74706	|	Staphylococcus coagulans
1	|	74722	|	74722	|	Stachybotrys chartarum
1	|	74790	|	74790	|	Paramecium bursaria
1	|	74829	|	74829	|	Pseudomonas balearica
1	|	75105	|	75105	|	Paraburkholderia caribensis
1	|	75588	|	75588	|	Pseudomonas libanensis
1	|	75612	|	75612	|	Pseudomonas mandelii
1	|	75658	|	75658	|	Campylobacter lanienae
1	|	75736	|	75736	|	Starmerella bombicola
1	|	75985	|	75985	|	Mannheimia haemolytica
1	|	76594	|	76594	|	Cellulophaga baltica
1	|	76758	|	76758	|	Pseudomonas orientalis
1	|	76759	|	76759	|	Pseudomonas monteilii
1	|	76760	|	76760	|	Pseudomonas rhodesiae
1	|	76761	|	76761	|	Pseudomonas veronii
1	|	76773	|	76773	|	Malassezia globosa
1	|	76775	|	76775	|	Malassezia restricta
1	|	76777	|	76777	|	Malassezia sympodialis
1	|	76832	|	76832	|	Myroides odoratimimus
1	|	76860	|	76860	|	Streptococcus constellatus
1	|	77022	|	77022	|	Cylindrospermopsis raciborskii
1	|	77095	|	77095	|	Prevotella bryantii
1	|	77298	|	77298	|	Pseudomonas jessenii
1	|	77635	|	77635	|	Bifidobacterium subtile
1	|	77856	|	77856	|	Beak and feather disease virus
1	|	78258	|	78258	|	Parascardovia denticolens
1	|	78327	|	78327	|	Pseudomonas mosselii
1	|	78331	|	78331	|	Mycobacterium canettii
1	|	78342	|	78342	|	Bifidobacterium gallicum
1	|	78343	|	78343	|	Bifidobacterium boum
1	|	78345	|	78345	|	Bifidobacterium merycicum
1	|	78346	|	78346	|	Bifidobacterium ruminantium
1	|	78398	|	78398	|	Pectobacterium odoriferum
1	|	78448	|	78448	|	Bifidobacterium pullorum
1	|	78544	|	78544	|	Pseudomonas gessardii
1	|	78633	|	78633	|	Pieris napi
1	|	78898	|	78898	|	Podila verticillata
1	|	79327	|	79327	|	Schmidtea mediterranea
1	|	79329	|	79329	|	Chitinophaga pinensis
1	|	79588	|	79588	|	Epichloe bromicola
1	|	79880	|	79880	|	Alkalihalobacillus clausii
1	|	79883	|	79883	|	Bacillus horikoshii
1	|	80600	|	80600	|	Rhizopogon vinicolor
1	|	80842	|	80842	|	Herbaspirillum rubrisubalbicans
1	|	80854	|	80854	|	Moritella viscosa
1	|	80866	|	80866	|	Delftia acidovorans
1	|	80867	|	80867	|	Acidovorax avenae
1	|	80869	|	80869	|	Acidovorax citrulli
1	|	81408	|	81408	|	Parageobacillus caldoxylosilyticus
1	|	81569	|	81569	|	Ruegeria atlantica
1	|	81858	|	81858	|	Mycolicibacterium elephantis
1	|	81947	|	81947	|	Vagococcus lutrae
1	|	81970	|	81970	|	Arabidopsis halleri
1	|	82135	|	82135	|	Fannyhessea vaginae
1	|	82367	|	82367	|	Paracoccus pantotrophus
1	|	82380	|	82380	|	Microbacterium oxydans
1	|	82541	|	82541	|	Cupriavidus gilardii
1	|	82633	|	82633	|	Cupriavidus pauculus
1	|	82676	|	82676	|	Omikronpapillomavirus 1
1	|	82977	|	82977	|	Buttiauxella agrestis
1	|	82981	|	82981	|	Leminorella grimontii
1	|	82983	|	82983	|	Obesumbacterium proteus
1	|	82985	|	82985	|	Pragia fontium
1	|	82995	|	82995	|	Serratia grimesii
1	|	82996	|	82996	|	Serratia plymuthica
1	|	83186	|	83186	|	Diaporthe citri
1	|	83219	|	83219	|	Sulfitobacter mediterraneus
1	|	83262	|	83262	|	Mycobacteroides immunogenum
1	|	83263	|	83263	|	Aminobacter aminovorans
1	|	83462	|	83462	|	Corallococcus exiguus
1	|	83526	|	83526	|	Companilactobacillus paralimentarius
1	|	83552	|	83552	|	Parachlamydia acanthamoebae
1	|	83554	|	83554	|	Chlamydia psittaci
1	|	83555	|	83555	|	Chlamydia abortus
1	|	83558	|	83558	|	Chlamydia pneumoniae
1	|	83559	|	83559	|	Chlamydia suis
1	|	83560	|	83560	|	Chlamydia muridarum
1	|	83655	|	83655	|	Leclercia adecarboxylata
1	|	83656	|	83656	|	Streptomyces tsukubensis
1	|	83683	|	83683	|	Lactobacillus amylolyticus
1	|	83771	|	83771	|	Succinivibrio dextrinosolvens
1	|	84023	|	84023	|	Clostridium autoethanogenum
1	|	84024	|	84024	|	Clostridium disporicum
1	|	84025	|	84025	|	Clostridium haemolyticum
1	|	84030	|	84030	|	Lacrimispora saccharolytica
1	|	84032	|	84032	|	Pseudoclostridium thermosuccinogenes
1	|	84096	|	84096	|	Gordonia alkanivorans
1	|	84112	|	84112	|	Eggerthella lenta
1	|	84135	|	84135	|	Gemella sanguinis
1	|	84531	|	84531	|	Lysobacter antibioticus
1	|	84595	|	84595	|	Gordonia polyisoprenivorans
1	|	85336	|	85336	|	Rothia nasimurium
1	|	85402	|	85402	|	Mannheimia granulomatis
1	|	85404	|	85404	|	Mannheimia varigena
1	|	85692	|	85692	|	Triticum dicoccoides
1	|	85693	|	85693	|	Mycolicibacterium monacense
1	|	85698	|	85698	|	Achromobacter xylosoxidans
1	|	85701	|	85701	|	Bartonella tribocorum
1	|	85708	|	85708	|	Porcine circovirus 2
1	|	85831	|	85831	|	Bacteroides acidifaciens
1	|	85982	|	85982	|	Serpula lacrymans
1	|	85991	|	85991	|	Chlamydia pecorum
1	|	86102	|	86102	|	Idiomarina abyssalis
1	|	86185	|	86185	|	Pseudomonas lundensis
1	|	86265	|	86265	|	Pseudomonas thivervalensis
1	|	86664	|	86664	|	Priestia flexa
1	|	86840	|	86840	|	Pseudomonas cannabina
1	|	87541	|	87541	|	Aerococcus christensenii
1	|	87883	|	87883	|	Burkholderia multivorans
1	|	88431	|	88431	|	Dorea longicatena
1	|	88456	|	88456	|	Cyclospora cayetanensis
1	|	89014	|	89014	|	Blautia luti
1	|	89053	|	89053	|	Gordonia amicalis
1	|	89059	|	89059	|	Ligilactobacillus acidipiscis
1	|	89061	|	89061	|	Weissella thailandensis
1	|	89153	|	89153	|	[Clostridium] hylemonae
1	|	89462	|	89462	|	Bubalus bubalis
1	|	89488	|	89488	|	Monascus pilosus
1	|	90239	|	90239	|	Moraxella canis
1	|	90244	|	90244	|	Oligella ureolytica
1	|	90245	|	90245	|	Oligella urethralis
1	|	91492	|	91492	|	Aspergillus udagawae
1	|	91844	|	91844	|	Candidatus Portiera aleyrodidarum
1	|	91915	|	91915	|	Asaia bogorensis
1	|	91928	|	91928	|	Exophiala spinifera
1	|	91943	|	91943	|	Hortaea werneckii
1	|	92644	|	92644	|	Streptomyces malaysiensis
1	|	92647	|	92647	|	Paraburkholderia tropica
1	|	92942	|	92942	|	Nostoc linckia
1	|	92945	|	92945	|	Ketogulonicigenium vulgare
1	|	93064	|	93064	|	Sphingomonas koreensis
1	|	93218	|	93218	|	Pandoraea apista
1	|	93220	|	93220	|	Pandoraea pnomenusa
1	|	93222	|	93222	|	Pandoraea sputorum
1	|	93378	|	93378	|	Edwardsiella hoshinae
1	|	94138	|	94138	|	Staphylococcus ureilyticus
1	|	94610	|	94610	|	Neurospora tetraspora
1	|	94624	|	94624	|	Bordetella petrii
1	|	94625	|	94625	|	Brucella intermedia
1	|	94626	|	94626	|	Brucella tritici
1	|	94869	|	94869	|	Clostridium gasigenes
1	|	95342	|	95342	|	Sapporo virus
1	|	95485	|	95485	|	Burkholderia stabilis
1	|	95486	|	95486	|	Burkholderia cenocepacia
1	|	96241	|	96241	|	Bacillus spizizenii
1	|	96344	|	96344	|	Cupriavidus oxalaticus
1	|	96345	|	96345	|	Flavobacterium psychrophilum
1	|	97478	|	97478	|	Limosilactobacillus mucosae
1	|	98668	|	98668	|	Mycolicibacterium septicum
1	|	99653	|	99653	|	Rhodococcus koreensis
1	|	100053	|	100053	|	Leptospira alexanderi
1	|	100217	|	100217	|	Epizootic haematopoietic necrosis virus
1	|	100755	|	100755	|	Sweet potato leaf curl virus
1	|	100816	|	100816	|	Madurella mycetomatis
1	|	100884	|	100884	|	Coprobacillus cateniformis
1	|	100886	|	100886	|	Catenibacterium mitsuokai
1	|	100951	|	100951	|	Naganishia albida
1	|	101028	|	101028	|	Fusarium pseudograminearum
1	|	101201	|	101201	|	Trichoderma asperellum
1	|	101480	|	101480	|	Trichophyton interdigitale
1	|	101571	|	101571	|	Burkholderia ubonensis
1	|	101932	|	101932	|	Heliconius timareta
1	|	102148	|	102148	|	Solobacterium moorei
1	|	102684	|	102684	|	Streptococcus infantarius
1	|	102862	|	102862	|	Proteus penneri
1	|	103232	|	103232	|	Streptomyces ipomoeae
1	|	103621	|	103621	|	Actinomyces urogenitalis
1	|	103816	|	103816	|	Rhodococcus pyridinivorans
1	|	103855	|	103855	|	Bordetella hinzii
1	|	104087	|	104087	|	Pseudomonas frederiksbergensis
1	|	104099	|	104099	|	Acetobacter orleanensis
1	|	104101	|	104101	|	Acetobacter indonesiensis
1	|	104102	|	104102	|	Acetobacter tropicalis
1	|	104268	|	104268	|	Tenacibaculum mesophilum
1	|	104336	|	104336	|	Microbacterium foliorum
1	|	104628	|	104628	|	Helicobacter suis
