#species_taxid	min_ungapped_length	max_ungapped_length	expected_ungapped_length	number_of_genomes
288795	16685000	36868000	26776251	23
289078	23260000	34892000	29076056	4
289389	209000	630000	419638	5
290055	1722000	5168000	3444893	9
290335	2114000	3172000	2642861	7
291644	4540000	6812000	5676011	49
291645	4542000	6815000	5678398	9
292029	112000	170000	141018	15
292800	2472000	6194000	4333121	37
293050	3207000	4812000	4009396	4
293386	2960000	4441000	3700415	11
293387	2993000	4490000	3741331	76
293939	24806000	37211000	31008336	12
293958	5841000	8763000	7302385	8
297244	3046000	5998000	4522135	4
298333	13000	40000	26115	11
299583	1489000	2235000	1862430	53
299767	3913000	5871000	4892375	71
300019	2635000	3953000	3293760	4
300028	3059000	6485000	4772018	5
300181	4118000	6178000	5147867	81
300876	4370000	6556000	5462984	4
301301	2873000	4311000	3592125	6
301302	2859000	4289000	3574160	11
303541	1345000	2019000	1682348	6
304207	2284000	3987000	3135367	8
305977	3364000	5047000	4205291	4
306025	1077	1616	1347	4
306554	40300000	60452000	50375841	6
307251	5289000	8314000	6801396	5
307658	144878000	374675000	259776323	4
308354	2044000	3067000	2555289	9
310297	2927000	5139000	4032524	23
310298	2644000	5064000	3853922	5
310300	2760000	4141000	3450451	22
310910	37352000	56030000	46691031	5
311180	4299000	7986000	6142821	4
311410	5330000	8432000	6880949	4
312026	6837000	10256000	8546255	4
312279	703000	2110000	1406396	6
312306	3231000	8344000	5787563	6
314275	3579000	5558000	4568554	16
314344	2244000	3368000	2805980	4
314722	2668000	4179000	3423555	6
315347	567570000	851356000	709462965	19
315405	1763000	2806000	2284712	28
316997	3322000	4984000	4152877	4
317577	2405000	5759000	4081935	4
317735	2830000	4246000	3538145	4
318456	4045000	6069000	5057490	24
318683	2695000	4044000	3369297	5
318829	28368000	49851000	39109702	309
319939	4772000	7159000	5965328	18
320912	3604000	5407000	4505700	5
321318	2680000	4500000	3590175	5
321662	4877000	7316000	6096453	12
321846	4924000	7388000	6156011	14
321895	6406000	9611000	8008696	5
322505	1892000	2839000	2365354	4
322509	1985000	4588000	3286101	4
324685	1594	2391	1993	114
324767	3803000	6200000	5001688	5
324768	3907000	5862000	4884996	5
325452	28060000	48253000	38156499	12
326522	1827000	2741000	2283939	5
327160	4027000	6042000	5034285	4
328812	5210000	8312000	6761441	25
328813	2827000	4241000	3534070	280
328814	2701000	4114000	3407464	10
329852	2827	4240	3534	13
329853	2766	4149	3458	5
329854	4784000	7277000	6030598	27
332186	3856000	5786000	4821237	15
332411	3565000	5349000	4456915	5
333754	6315	9472	7894	6
333757	6376	9564	7970	4
333767	6442	9663	8053	12
333924	5917	8876	7397	25
333926	5846	8769	7308	5
333962	3410000	5116000	4262912	5
334207	6034	9051	7543	4
334542	5380000	8072000	6726107	17
336203	3237000	6774000	5005133	4
336810	135000	406000	270602	35
336988	1470000	2206000	1838036	5
337039	6307	9460	7884	10
337041	6323	9484	7904	7
337042	6280	9420	7850	8
337044	6264	9397	7831	4
337050	6278	9417	7848	4
337051	6128	9192	7660	24
337052	6362	9543	7953	6
337243	1784000	5353000	3568392	10
338188	3130000	7068000	5099373	24
339268	4501000	6753000	5626671	20
340320	2894000	4342000	3617631	4
340414	27047000	40571000	33809044	4
342113	5707000	8562000	7134987	11
342409	235000	354000	294261	13
342942	2271000	4931000	3600961	5
343517	3833000	5751000	4792012	4
343874	2696000	4691000	3693344	6
344589	46601000	139806000	93203356	4
345309	3729000	5595000	4661714	4
351187	3985000	6911000	5448338	29
356829	1728000	2594000	2161057	4
357240	3697000	5547000	4622146	5
357276	4384000	6580000	5482176	71
357441	2215000	3324000	2769911	57
357446	17642000	36028000	26834625	7
358742	5039000	7559000	6298950	4
358743	5180000	7772000	6476047	7
359110	5280000	7922000	6601213	6
360807	3024000	4538000	3781127	13
361101	1699000	2549000	2124041	10
361277	2898000	4348000	3623275	9
361575	3563000	5346000	4454891	4
363952	4297000	6446000	5371375	22
364410	2172000	3259000	2715780	10
365349	4032000	6049000	5040108	5
367190	3812000	5720000	4766106	9
368603	3346000	5020000	4182580	4
371601	5089000	7635000	6362013	105
372787	3849000	6833000	5341107	35
375175	2226000	3340000	2782906	9
376620	2162000	4165000	3163083	8
376820	27000	42000	34600	5
379064	3379000	5070000	4224182	4
379097	3652000	5479000	4565090	5
379347	3830000	5746000	4787889	52
379893	3693000	5541000	4617167	7
380021	5556000	8335000	6945424	70
386414	2370000	3873000	3121392	8
386891	1738000	2631000	2184753	9
387090	3077000	4631000	3853880	8
387661	3689000	5535000	4612238	7
390842	2370000	3556000	2963097	5
391228	2276	3414	2845	4
392030	90176000	270530000	180353108	13
392032	111889000	189931000	150910415	10
392033	134154000	402204000	268178967	8
392416	1775000	2664000	2219370	4
393664	2880000	8642000	5761113	4
393921	1685000	2529000	2106861	6
394751	3566000	5351000	4458480	6
394935	4115000	6173000	5143901	15
396323	2479000	3719000	3099050	6
400121	1628	2442	2035	5
400946	1694000	2542000	2118160	26
401562	4073000	6111000	5092239	4
401619	334000	830000	581913	5
404941	3958000	5939000	4948648	10
408139	3533000	5301000	4416922	7
409322	2411000	3744000	3077465	9
409998	3379000	5069000	4224127	7
410072	2642000	3965000	3303494	52
412384	3654000	7152000	5402701	21
413497	3613000	5421000	4517477	56
413501	3483000	5226000	4354489	9
413502	3595000	5394000	4494554	16
413503	3559000	5339000	4448882	74
415593	30973000	46460000	38716499	4
416943	5645000	8468000	7056273	9
417368	2168000	3253000	2710056	4
418240	2803000	5368000	4085555	79
418719	2244000	6734000	4488732	4
419005	1905000	2859000	2382022	5
419015	1432000	2150000	1790970	10
419257	3921000	5883000	4901876	12
419475	3865000	6094000	4979464	7
420645	1630000	2595000	2112502	4
420952	6620000	9931000	8275669	7
421010	7728	11000	9660	1
421767	4474000	6712000	5593313	4
426114	2976000	4465000	3720659	4
430531	5374000	8062000	6717532	4
431269	5013000	7520000	6266506	4
433720	81877000	245632000	163754469	8
435897	5016000	7525000	6270270	6
435910	3866000	5801000	4833599	4
436515	5417000	8127000	6771730	8
437897	1923000	2886000	2404378	11
438356	15501000	46504000	31002227	5
438744	2782000	4174000	3478129	5
440079	3424000	5137000	4280583	5
442694	4155000	6234000	5194230	141
446660	2274000	3412000	2842677	10
446692	3159000	4740000	3949347	4
447106	3361000	5042000	4201335	5
447135	1815891000	2723837000	2269864010	4
449659	1871000	2808000	2339920	5
450367	4380000	6571000	5475560	11
451644	5162000	7744000	6452573	12
453050	8584	12000	10731	1
454171	2729000	4095000	3412032	4
455432	5953000	10843000	8397700	10
456327	4256000	6386000	5320953	66
456999	21254000	63764000	42509159	28
458197	4163000	6245000	5203976	7
458836	7201000	14744000	10972510	5
459472	3135000	4704000	3919558	4
459526	3455000	7300000	5377387	7
460519	7493000	11240000	9366601	6
463360	2064	3097	2581	5
463676	5668	8503	7086	27
467085	913000	2742000	1827907	4
470150	3796000	7408000	5601885	5
470565	2394000	3593000	2993477	4
470868	5508000	8263000	6885524	4
470933	3590000	5849000	4719401	4
470934	2412000	7237000	4824004	18
471189	2680000	4118000	3399341	4
472694	4022000	6035000	5028470	17
474922	44342000	68697000	56519518	10
479117	1892000	2839000	2365554	5
481446	3239000	4860000	4049567	5
482957	6783000	10821000	8801983	18
483913	3338000	5008000	4173056	5
484184	5664000	8497000	7080437	4
486698	5406000	8110000	6757870	10
487174	2762000	4144000	3452571	8
487175	2344000	3517000	2930002	15
487316	1733000	5201000	3467181	35
487514	4207000	6451000	5329312	4
487698	3522000	5284000	4403137	7
488446	4933000	8757000	6845000	8
488447	4469000	12717000	8592768	66
488729	6100000	9152000	7626018	8
488731	6139000	9210000	7674286	11
488732	5306000	8527000	6916154	19
489632	4329000	6495000	5412239	7
491921	1863000	2796000	2329946	5
492670	3167000	4752000	3959217	348
498019	9825000	14739000	12281670	80
501571	2631000	3947000	3289066	6
502049	3345000	5979000	4662095	7
504487	3031000	4548000	3789393	4
505249	2293000	3441000	2866788	5
505252	3856000	5786000	4821029	30
508451	1615000	2474000	2044682	28
511998	3382000	5074000	4228214	11
512402	3807000	5712000	4759244	6
512643	3549000	5325000	4436723	9
515393	5670000	8507000	7088646	10
523103	18529000	27795000	23161702	4
528191	5368000	8054000	6710980	14
529731	2195000	3294000	2744715	34
535744	3549000	5325000	4436888	4
536079	27000	42000	34462	6
538381	4008000	6013000	5010549	4
539813	3953000	5931000	4942087	14
540070	86000	130000	107660	21
540747	4864000	7298000	6081236	4
542832	13951000	41855000	27903089	6
544580	2489000	3735000	3112426	23
544581	2681000	4023000	3352368	4
544645	3858000	5788000	4822903	8
544718	1537000	2307000	1922182	8
546367	3828000	5743000	4785379	24
547163	5597000	8396000	6996556	4
553239	3304000	4958000	4130884	59
553611	3693000	5540000	4616479	16
553814	3233000	5456000	4344128	4
554344	4391000	6588000	5489804	5
556287	1001000	1503000	1251701	8
558537	5582000	8375000	6978641	5
558541	3550000	5326000	4437633	4
560555	4651000	6978000	5814450	6
561184	4385000	6579000	5482041	12
561879	2985000	4479000	3731735	67
566027	1982000	2974000	2477899	5
568098	3712000	5570000	4641163	4
570156	3656000	5485000	4570506	5
571256	4032000	6308000	5170436	5
573658	584000	1754000	1168904	15
574096	4000000	6001000	5000675	5
574560	4009000	6424000	5216919	4
574561	5176000	8443000	6809691	4
574930	5209000	7814000	6511279	4
574964	4355000	6533000	5443798	4
574987	2464000	3697000	3080735	6
576117	3091000	4638000	3864749	4
576610	1156000	2253000	1704522	8
576611	1276000	3047000	2161389	13
580165	3429000	5144000	4286629	21
580937	6771000	10157000	8463950	4
582680	3196000	4796000	3996135	6
582702	3371000	5058000	4214574	4
586733	1901000	2853000	2376731	10
587753	5514000	8273000	6893725	94
588596	61632000	184873000	123252772	15
588932	2460000	3692000	3076234	4
589437	2604000	3907000	3255167	4
591154	1904000	2858000	2381049	5
592978	2558000	3838000	3197870	5
594679	1329000	1995000	1662149	4
604330	1676000	2855000	2265600	6
622488	1553000	2331000	1941973	4
626929	3258000	4938000	4098268	12
626932	2347000	3521000	2933780	5
626935	2025000	3039000	2532309	10
626937	2352000	3529000	2940111	5
633417	3740000	5738000	4738991	5
647910	2561000	3843000	3202029	4
648995	3805000	7181000	5492901	17
649756	2129000	4001000	3065136	47
651740	5203000	7805000	6503996	4
656366	2197000	6594000	4395967	6
657445	1423000	2135000	1778787	24
658057	3102000	4655000	3878707	4
658457	4313000	6470000	5391345	4
659243	3166000	4750000	3957728	7
663557	41000	62000	51370	12
664662	1032000	1549000	1290614	35
664683	4271000	6408000	5339792	9
665099	4342000	7007000	5674698	8
665913	3475000	5213000	4343751	5
666685	1894000	5685000	3789777	4
669041	2154000	3232000	2693225	11
671267	4232000	6349000	5290373	5
673372	3152000	4729000	3940552	4
674529	4927000	7392000	6159353	22
680127	3966000	5950000	4957846	4
681192	878421000	1317633000	1098026725	10
688394	18576000	55730000	37153059	4
690256	45621000	68432000	57026517	11
690259	46083000	69126000	57604911	20
693066	5980	8971	7476	5
693153	3982000	5980000	4981192	4
693997	22000	35000	28348	4
694005	15000	47000	31292	4
694009	23000	36000	29882	95
694014	22000	34000	27632	4
694270	28249000	42374000	35311574	4
696485	4551000	7229000	5890205	23
701042	4365000	6549000	5456846	5
702114	3961000	6270000	5115236	5
703342	3324000	4988000	4156096	4
706570	3002000	4504000	3753152	4
708197	42369000	63555000	52962341	5
709876	5764000	8647000	7205615	7
710243	39756000	59636000	49696089	13
714549	832000	2499000	1665901	6
717267	173321000	519965000	346642796	9
722472	4671000	11149000	7909999	7
745368	2535000	3964000	3249454	6
746128	22819000	34229000	28523966	25
747656	955000	2868000	1911429	8
749589	27021000	40533000	33776794	5
756892	2219000	3856000	3037457	93
759620	1111000	1668000	1389513	5
762209	2293000	3441000	2867214	5
766224	4769000	7154000	5961453	19
767483	36057000	54087000	45071809	4
767916	4628000	6943000	5785521	4
796937	2037000	3057000	2547409	4
857276	7210000	10816000	9013058	5
859650	2376	3564	2970	4
861445	2531000	3798000	3164527	5
861561	7926	11000	9908	1
863227	5386000	8080000	6732995	4
863372	4622000	6934000	5777919	5
871665	3439000	5539000	4488837	8
875328	3722000	5584000	4653027	6
880156	3941000	5913000	4926749	4
881260	3816000	5725000	4770337	71
885379	1097	1646	1372	5
906888	2573000	3861000	3216957	7
911092	2151000	3228000	2689445	5
912594	4764000	7709000	6236462	4
929813	4401000	6602000	5501389	5
930118	2751000	4402000	3576105	5
930166	5372000	8060000	6715909	27
930805	2407000	5773000	4090275	4
930965	2068	3103	2586	4
931244	6427	9640	8034	4
931866	6464000	10314000	8388913	8
936053	30235000	54416000	42325281	18
938155	2121000	3183000	2651865	4
941463	2409000	4069000	3238921	8
942865	5036000	7556000	6295937	5
942866	4899000	7349000	6123920	7
944994	2196	3294	2745	4
945780	3167000	4752000	3959562	4
948102	4053000	6081000	5066901	12
948311	27488000	61067000	44277489	20
948519	3625000	5438000	4531506	5
980427	2795000	4194000	3494390	18
981384	3396000	5412000	4404217	169
984307	5703000	8555000	7128857	7
984962	18837000	34270000	26553245	13
985002	2230000	3346000	2787946	178
985762	1961000	2942000	2451549	38
989370	5124000	10429000	7776092	7
1031542	1215000	1823000	1519147	16
1034125	61000	92000	76572	4
1034346	2861000	4293000	3577470	4
1038928	6186000	9280000	7733281	4
1047171	27382000	48341000	37861385	21
1049583	2302000	3454000	2878202	10
1049584	5874000	8812000	7342777	4
1050843	2097000	3146000	2621470	6
1051616	26870000	40306000	33588154	5
1064539	5985000	8979000	7482474	4
1069201	29411000	44118000	36764483	13
1069827	2260000	3392000	2826175	9
1072176	9520	15000	11900	5
1076594	2165000	4112000	3138572	4
1076596	2724000	4087000	3405323	7
1076926	5761000	8643000	7201828	23
1077675	2619000	3929000	3273958	4
1078480	1664000	2497000	2080113	5
1080349	5894000	17684000	11788746	6
1089444	3904000	5858000	4881103	38
1099853	2674000	4159000	3416584	4
1108595	3970000	5956000	4963300	6
1109412	4284000	6427000	5355394	4
1110546	1700000	2551000	2125170	4
1117645	3201000	4802000	4001557	182
1123961	2287000	3431000	2859094	4
1124835	4367000	6551000	5458933	4
1131292	2775000	4164000	3469487	4
1134687	4952000	7430000	6191071	286
1137606	3351000	5027000	4188917	6
1138170	5286000	7930000	6608288	5
1138189	5291000	7938000	6614431	5
1138194	5277000	7917000	6596907	5
1138383	4424000	6637000	5530709	14
1148157	3286000	4931000	4108464	35
1148509	4810000	7216000	6012534	6
1149773	4405000	6609000	5507193	4
1150298	2920000	4381000	3650296	24
1155739	6494000	11254000	8874115	4
1158302	94768000	284307000	189537660	6
1158459	3921000	5883000	4902066	6
1159556	17656000	52971000	35313855	4
1160721	2366000	3551000	2958633	9
1163398	4150000	7208000	5678728	4
1166323	3233000	4851000	4041985	4
1172565	2996000	4495000	3745791	26
1173061	19145000	28719000	23931866	8
1173585	2072000	5563000	3817469	48
1173715	26117000	39176000	32646474	6
1173716	26285000	39429000	32856836	5
1175848	5810	8715	7263	5
1175849	5871	8806	7339	14
1175850	5790	8685	7238	10
1175851	3618	11000	7237	8
1175852	5889	8834	7362	6
1176145	6008	9012	7510	5
1176148	6384	9577	7981	4
1176150	6281	9422	7852	5
1176649	4451000	6677000	5563858	21
1177574	3143000	4715000	3928903	4
1177758	6262	9393	7828	7
1183401	4534000	6803000	5668655	7
1183412	3950000	7331000	5640671	5
1183413	3732000	7023000	5377303	5
1184720	5697000	8547000	7122173	9
1194427	3650000	5477000	4563366	7
1194757	1650	2475	2063	80
1196083	1970000	2957000	2463518	55
1196095	1688000	4096000	2892325	72
1201031	3996000	5996000	4995896	9
1207504	6193000	9291000	7741774	12
1211322	3377000	5067000	4222435	4
1211807	3830000	5746000	4787623	6
1218507	1620000	2431000	2025403	4
1218508	1064000	2424000	1743889	5
1221500	3275000	4914000	4094761	4
1230341	2169000	3255000	2711716	4
1232575	2346000	3520000	2932842	8
1232866	9097000	13646000	11371568	6
1234261	240068000	472725000	356396538	4
1234882	986	2498	1742	4
1240404	3703000	5556000	4629208	4
1241978	4254000	6383000	5318634	5
1241981	4474000	6712000	5592921	5
1247836	7443000	11166000	9304913	5
1263550	3067000	4601000	3833877	19
1276936	2060000	3091000	2575397	8
1284706	28845000	43269000	36056803	4
1287055	2415000	3624000	3019251	7
1287735	5479000	8220000	6849493	4
1287736	5489000	8235000	6862332	5
1287738	5013000	7520000	6266614	6
1288121	3188000	4783000	3985109	5
1288410	4306000	6460000	5383013	10
1296538	2814000	4222000	3517549	4
1297617	1682000	4767000	3224506	13
1298633	6532	9798	8165	4
1303590	1498000	2248000	1872612	4
1306993	4616000	6926000	5770838	5
1307800	7640	11000	9550	3
1307955	1988000	3878000	2932964	5
1310165	4606000	6911000	5758739	30
1324617	7509000	11265000	9386773	12
1325090	5692000	11048000	8370078	5
1325107	6900000	10352000	8625957	4
1330491	5630	8654	7142	4
1330520	5913	8870	7392	4
1330521	3677	12000	7355	5
1331258	3630000	5447000	4538520	7
1333651	2018000	3028000	2522665	13
1335613	2777000	4194000	3485727	12
1335626	24000	36000	30119	2
1341132	30236000	45355000	37795466	4
1341643	2398000	7196000	4797290	4
1342299	3452000	5179000	4315149	35
1351752	23052000	49441000	36246897	10
1353891	5448000	8173000	6810124	6
1355374	1807000	2712000	2259947	5
1355477	4656000	13165000	8910608	39
1381081	3844000	5767000	4805300	4
1389713	5741000	8613000	7177273	6
1389922	4816000	7225000	6020113	5
1391911	1997000	2997000	2496829	6
1402135	4019000	6029000	5023800	120
1402861	4119000	6179000	5148918	5
1404367	5617000	8427000	7022301	4
1407499	2582000	3874000	3227860	8
1411144	2576000	4662000	3618753	4
1414603	1629	2444	2037	113
1414720	1826000	5481000	3653762	11
1414721	2890000	4337000	3613503	5
1420917	3582000	5374000	4477758	8
1421430	4860000	7291000	6075436	7
1432052	5998000	8999000	7498469	9
1435036	3009000	4515000	3762438	4
1437360	4546000	13639000	9092036	5
1444770	2223000	3335000	2778770	4
1458515	1986000	2981000	2483576	5
1462526	3482000	5224000	4353177	4
1463165	4401000	6603000	5502071	587
1465486	3357000	5036000	4196272	4
1465754	2790000	4187000	3488593	4
1468449	3301000	4953000	4126885	7
1470434	3273000	4911000	4091870	4
1472416	3835000	5753000	4793915	4
1472761	1808000	2713000	2260701	4
1475143	1402	2103	1753	8
1481663	3185000	4779000	3982476	27
1487726	4975000	7464000	6219208	8
1494963	2658000	3988000	3323019	4
1497681	2788000	4183000	3485286	6
1499973	3729000	5595000	4661709	36
1502842	2223000	3336000	2779316	5
1503054	6181000	9273000	7727470	105
1503055	5521000	8283000	6902106	38
1505723	1315000	1974000	1644230	5
1507808	2453000	7360000	4906492	4
1510841	1607000	2411000	2009012	6
1511761	1655000	2483000	2069029	7
1511783	5532	8299	6916	6
1511871	4216	6324	5270	4
1511891	3775	5662	4719	6
1513251	6128	9192	7660	4
1513256	5841	8762	7302	10
1513257	5713	8570	7142	12
1513258	5792	8689	7241	4
1513260	3631	11000	7262	8
1513263	5460	9124	7292	5
1513264	5790	8685	7238	5
1513276	6224	9336	7780	4
1516159	4378000	6568000	5472963	19
1518534	184285000	305713000	244998823	10
1530123	3174000	4928000	4051068	55
1534553	35000	53000	43842	5
1534743	4493000	6740000	5616484	6
1535768	6381000	9573000	7977238	18
1538159	5620000	8431000	7025714	4
1545044	2795000	4193000	3494033	6
1548018	2201000	3303000	2751696	5
1548713	7121	11000	8902	5
1549855	1917000	2876000	2396383	11
1550024	2108000	5787000	3947882	24
1552123	2822000	4234000	3528203	92
1563222	3095000	6770000	4932721	4
1572645	3141000	4712000	3926432	4
1574161	3218000	4828000	4022695	24
1574624	1909000	2864000	2386557	4
1578165	4002000	6004000	5002934	4
1578720	1265000	1899000	1582109	6
1580596	3382000	5074000	4227715	8
1581557	1046000	1570000	1308308	8
1583098	1923000	2886000	2404339	10
1602169	2508000	3764000	3136063	5
1605838	3874000	5812000	4843030	4
1607738	1999000	3000000	2499478	8
1607945	25785000	77357000	51571305	4
1608994	3918000	5878000	4898246	4
1608996	4268000	7623000	5945441	17
1615674	5118000	7678000	6397553	21
1617283	4373000	6560000	5466622	4
1619313	3582000	5375000	4478434	6
1633631	1643000	2811000	2227092	7
1639133	3829000	6411000	5120174	57
1642299	6622000	9935000	8278595	5
1642515	1584	2377	1981	6
1643429	874000	2624000	1749000	4
1648923	3496000	5245000	4370003	85
1653434	2615000	3924000	3269938	15
1653831	504000	757000	630169	49
1654388	2208000	3314000	2761069	9
1654716	6199000	9299000	7749011	8
1655500	1285000	1929000	1607103	15
1658174	26116000	39175000	32645650	14
1664069	3744000	5617000	4680034	6
1678143	5778	8667	7223	8
1678144	5322	7983	6653	4
1678145	5531	8296	6914	4
1686310	2081000	3123000	2602147	6
1689834	1859000	3127000	2492883	7
1697053	1901000	2853000	2377259	7
1708541	7797000	11697000	9747171	26
1708715	5370000	8056000	6712663	6
1714619	7104	11000	8880	5
1720200	2670000	4006000	3338033	4
1720313	2391000	3588000	2989356	6
1737424	2251000	4733000	3492027	22
1748967	3516000	6214000	4865186	24
1755588	7216	12000	9264	6
1756149	3503000	5255000	4379078	7
1756150	3373000	5061000	4216720	5
1763883	3732000	5599000	4665036	7
1765683	2479000	3720000	3099510	4
1775910	5310000	7966000	6637791	6
1776741	3481000	5223000	4351702	4
1778540	4004000	6007000	5005830	12
1780362	1654000	2482000	2067770	4
1785128	3103000	4656000	3879196	16
1796613	2400000	7201000	4800416	6
1796646	2645000	3969000	3306713	8
1803956	5877	8816	7347	9
1803957	3747	12000	7495	5
1812935	3989000	5985000	4987443	168
1813019	1211000	1818000	1514446	33
1818881	3587000	5382000	4484736	4
1821750	6463	9694	8079	17
1821960	3409000	5115000	4262236	6
1841856	2616000	4986000	3801097	4
1841865	2998000	4498000	3748038	4
1848903	2173000	3260000	2716283	9
1848904	2265000	3399000	2831719	4
1851006	25754000	38632000	32193229	5
1851181	28265000	42399000	35332378	5
1855823	1756000	2636000	2195958	14
1868221	1156	2844	2000	249
1868870	33628000	62952000	48289900	4
1870820	5582000	8374000	6977711	12
1870988	1751000	5256000	3503425	5
1872678	3813000	5721000	4766895	5
1879050	2932000	5066000	3998902	4
1884905	1060000	1592000	1326005	4
1890302	4470000	6706000	5588053	171
1890683	29293000	87881000	58587016	57
1891097	2056000	3086000	2571019	4
1891763	4130	6195	5163	6
1897087	7028	11000	8786	13
1899430	1168000	1753000	1460006	21
1903056	1962000	2944000	2453107	4
1904463	2546000	4525000	3535370	4
1905730	4017000	6027000	5022017	33
1906581	1703000	2556000	2129274	5
1906744	1995000	2994000	2494934	8
1906745	1537000	2714000	2125567	4
1907654	1570000	2356000	1962716	4
1908198	2757000	4137000	3446824	12
1910969	4388	6583	5486	4
1914203	134000	203000	168395	6
1914243	4234000	6353000	5293620	5
1917441	1667000	2502000	2084323	21
1918720	62000	94000	78272	4
1920765	58000	88000	72671	4
1921408	74000	112000	93180	4
1921432	660	991	826	1
1922217	875000	1314000	1094672	11
1922242	636	954	795	6
1925020	3691000	5538000	4614405	5
1925780	68000	103000	85783	5
1925782	70000	106000	88116	4
1927127	1786000	3671000	2728202	10
1932927	14000	23000	18338	4
1933179	6128	19000	12256	9
1933264	6154	19000	12308	4
1933273	9720	15000	12151	4
1933274	9791	15000	12239	12
1933290	6129	19000	12259	7
1933307	6259	19000	12519	5
1933309	9750	15000	12188	4
1934101	10000	16000	12698	4
1935204	1497000	2270000	1883443	5
1940789	1505000	2539000	2022289	15
1945589	4869	7304	6087	2
1961679	3607	11000	7215	14
1961681	3641	11000	7283	13
1963032	3233000	4851000	4042022	6
1965231	1346000	2020000	1682981	11
1967781	5130000	8036000	6582845	18
1970738	2004000	3007000	2505125	22
1972867	4076000	6466000	5270666	7
1977402	5125	7688	6407	13
1980523	14000	23000	18334	5
1980528	14000	22000	18016	5
1981032	33000	51000	41865	5
1981167	49000	74000	61343	5
1982151	42000	65000	53746	5
1982626	2239000	3359000	2799102	5
1982904	53000	81000	67232	4
1982928	54000	83000	68492	30
1984799	30000	46000	38253	5
1984800	32000	50000	41143	27
1985254	4002000	6004000	5002944	161
1985356	7391	12000	9239	10
1985363	9023	13000	11279	1
1985406	1732	2599	2166	9
1985738	31000	47000	39094	8
1986034	4461	6692	5577	362
1986350	55000	83000	69082	11
1986538	55000	83000	68839	18
1986540	54000	83000	68405	11
2003328	3650	5475	4563	2
2003329	3623	5434	4529	1
2004487	1804	2707	2256	4
2004957	1759	2638	2199	7
2004967	1708	2563	2136	4
2006134	124000	187000	155295	28
2006145	53000	81000	67465	4
2006179	52000	79000	65763	16
2006980	5216000	7825000	6520811	4
2007306	1643000	2465000	2054160	4
2008380	1175000	1910000	1542971	9
2014537	2009000	3419000	2713908	25
2015348	6871000	11497000	9183824	7
2023178	3137000	4706000	3921349	14
2025884	1894000	2842000	2367622	11
2026186	4323000	6641000	5482231	40
2026187	2739000	8114000	5426146	15
2026188	4182000	7124000	5653162	18
2026189	4715000	7074000	5894466	11
2026190	4556000	6835000	5695425	9
2026191	4330000	6497000	5413735	4
2026193	4652000	6979000	5815272	8
2026240	4607000	6912000	5759266	14
2026255	2034000	3052000	2543156	5
2027290	3647000	5472000	4559776	5
2027860	6176000	9265000	7720565	9
2027919	3211000	6543000	4876999	7
2029681	4055000	6084000	5069636	4
2034999	36000	55000	45653	4
2042057	3886000	5831000	4858646	17
2044610	671000	1007000	839058	4
2045214	3758000	5639000	4698516	5
2045451	3644000	5467000	4555174	12
2051959	3292000	6905000	5098229	6
2055160	2650000	3976000	3312578	5
2058152	4942000	7414000	6178329	108
2060066	3880000	5821000	4850364	4
2066070	4891000	8169000	6529662	12
2066479	3456000	6116000	4785880	5
2071710	3904000	5857000	4880306	7
2080107	2212	3318	2765	5
2080838	3819000	5729000	4774140	7
2081791	6166000	9250000	7707747	5
2107999	1580000	2371000	1975657	18
2108399	3786000	5680000	4732531	5
2136182	2968000	4454000	3710871	7
2169700	11000	18000	14938	6
2169706	24000	37000	30687	9
2169775	6077	9116	7597	4
2170080	9836	15000	12295	7
2170082	9812	15000	12266	28
2170099	51000	78000	64604	17
2170119	1996	2994	2495	4
2170123	2080	3121	2601	4
2182793	1986000	2981000	2483704	5
2202201	3489000	5235000	4361796	8
2202203	3929000	5895000	4912203	4
2204145	3490000	5236000	4363248	7
2211392	3482000	5224000	4352561	4
2218628	4403000	6606000	5504616	15
2219225	4779000	7170000	5974399	13
2259622	3920000	5881000	4900648	7
2267891	1249000	1895000	1571819	5
2282107	25152000	37730000	31441009	7
2282419	1897000	3624000	2760788	6
2306993	3682000	5524000	4603156	5
2320431	2041000	3063000	2552206	4
2364647	3878000	5818000	4848167	4
2482751	3430000	5147000	4288573	4
2484962	3383000	5076000	4229209	4
2484974	3429000	5145000	4287269	4
2487355	4845000	7480000	6162157	17
2487519	4326000	6491000	5408518	4
2488639	3980000	5972000	4976206	38
2494701	4068000	6103000	5085554	12
2498109	2046000	3070000	2557532	4
2499620	10000	15000	12704	1
2505970	1331000	1997000	1664047	11
2507155	159432000	478298000	318865249	24
2508296	4119000	6179000	5148763	5
2508708	1348000	2023000	1685361	4
2527775	1427000	2142000	1784601	113
2529843	2669000	4005000	3336782	5
2585118	2507000	3762000	3134698	5
2585879	14334000	43003000	28668581	5
2585947	12266000	36800000	24533244	5
2585955	7348000	22045000	14696089	4
2587412	27523000	41286000	34404357	4
2587528	4872000	7309000	6090169	4
2587529	4781000	7173000	5977040	13
2588536	1018000	1528000	1272502	29
2594913	1868000	2818000	2343010	6
2600065	4935000	7404000	6169371	6
2605270	2166000	3250000	2707619	4
2605989	6347000	9522000	7934728	4
2654982	6740000	10111000	8425670	7
2663009	1740000	2908000	2324076	11
2666183	4562000	6844000	5702904	12
2686077	3718000	5578000	4647696	4
2691557	163773000	491321000	327547173	41
2691560	141032000	423098000	282064702	18
