name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7
FH11	ecoli	1818	adk(6)	fumC(282)	gyrB(230)	icd(1)	mdh(8)	purA(8)	recA(173)
FH103	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
AVC204	ecoli	350	adk(6)	fumC(31)	gyrB(83)	icd(28)	mdh(1)	purA(1)	recA(2)
FH179	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH133	ecoli	355	adk(36)	fumC(24)	gyrB(10)	icd(13)	mdh(17)	purA(10)	recA(25)
FH184	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
AVC94	ecoli	1125	adk(6)	fumC(4)	gyrB(15)	icd(18)	mdh(24)	purA(26)	recA(7)
AVC197	ecoli	350	adk(6)	fumC(31)	gyrB(83)	icd(28)	mdh(1)	purA(1)	recA(2)
FH40	ecoli	665	adk(122)	fumC(11)	gyrB(125)	icd(12)	mdh(96)	purA(8)	recA(2)
AVC96	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH42	ecoli	57	adk(6)	fumC(31)	gyrB(5)	icd(28)	mdh(1)	purA(1)	recA(2)
FH152	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH183	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH202	ecoli	1594	adk(6)	fumC(11)	gyrB(4)	icd(234)	mdh(7)	purA(8)	recA(6)
FH198	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH145	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
FH170	ecoli	1640	adk(6)	fumC(31)	gyrB(4)	icd(28)	mdh(1)	purA(1)	recA(2)
FH117	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH81	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH43	ecoli	57	adk(6)	fumC(31)	gyrB(5)	icd(28)	mdh(1)	purA(1)	recA(2)
FH188	ecoli	135	adk(13)	fumC(39)	gyrB(50)	icd(13)	mdh(16)	purA(37)	recA(25)
FH107	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH66	senterica	-	aroC(620)	dnaN(559)	hemD(496)	hisD(765)	purE(614)	sucA(281)	thrA(634)
FH140	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
AVC58	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH177	ecoli	135	adk(13)	fumC(39)	gyrB(50)	icd(13)	mdh(16)	purA(37)	recA(25)
FH153	ecoli	1137	adk(10)	fumC(11)	gyrB(57)	icd(8)	mdh(8)	purA(8)	recA(2)
FH79	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH147	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
AVC167	ecoli	350	adk(6)	fumC(31)	gyrB(83)	icd(28)	mdh(1)	purA(1)	recA(2)
FH70	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH139	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
FH143	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
FH105	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH208	ecoli	57	adk(6)	fumC(31)	gyrB(5)	icd(28)	mdh(1)	purA(1)	recA(2)
AVC226	ecoli	665	adk(122)	fumC(11)	gyrB(125)	icd(12)	mdh(96)	purA(8)	recA(2)
FH33	ecoli	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
FH29	ecoli	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
AVC126	ecoli	350	adk(6)	fumC(31)	gyrB(83)	icd(28)	mdh(1)	purA(1)	recA(2)
AVC222	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
AVC220	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
AVC35	ecoli	2473	adk(6)	fumC(19)	gyrB(3)	icd(18)	mdh(9)	purA(13)	recA(6)
AVC200	ecoli	350	adk(6)	fumC(31)	gyrB(83)	icd(28)	mdh(1)	purA(1)	recA(2)
FH102	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH199	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH13	ecoli	1818	adk(6)	fumC(282)	gyrB(230)	icd(1)	mdh(8)	purA(8)	recA(173)
FH131	ecoli	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
FH205	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH54	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH32	ecoli	57	adk(6)	fumC(31)	gyrB(5)	icd(28)	mdh(1)	purA(1)	recA(2)
AVC8	ecoli	429	adk(97)	fumC(40)	gyrB(93)	icd(13)	mdh(23)	purA(28)	recA(66)
FH112	ecoli	355	adk(36)	fumC(24)	gyrB(10)	icd(13)	mdh(17)	purA(10)	recA(25)
AVC109	ecoli	1303	adk(10)	fumC(7)	gyrB(4)	icd(8)	mdh(12)	purA(35)	recA(2)
AVC77	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH191	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH194	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH115	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
FH90	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
AVC105	ecoli	973	adk(154)	fumC(187)	gyrB(22)	icd(52)	mdh(130)	purA(129)	recA(4)
FH118	ecoli	13296	adk(~21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
AVC39	ecoli	973	adk(154)	fumC(187)	gyrB(22)	icd(52)	mdh(130)	purA(129)	recA(4)
FH197	ecoli	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
AVC232	ecoli	57	adk(6)	fumC(31)	gyrB(5)	icd(28)	mdh(1)	purA(1)	recA(2)
FH129	-	-	0	0	0	0	0	0	0
FH86	ecoli	-	adk(10)	fumC(11)	gyrB(4)	icd(6,8)	mdh(8)	purA(8)	recA(49)
AVC103	ecoli	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
FH17	ecoli	1818	adk(6)	fumC(282)	gyrB(230)	icd(1)	mdh(8)	purA(8)	recA(173)
