Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
FH91	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00006;contig00006;contig00008;	27304-28566;24630-25592;80530-81840;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC113	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	contig00021;	64277-65752;	1476;	v1.0 (11-03-2020)	-
FH214	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.994;wzy:0.993;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.405;99.267;99.924;	100;100;100;	contig00032;contig00032;contig00002;	41364-42707;37862-39088;7258-8577;	1344;1227;1320;	v1.0 (11-03-2020)	-
AVC224	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00005;contig00005;contig00002;	49176-50435;47065-47752;47376-49217;	1260;688;1842;	v1.0 (11-03-2020)	-
FH1	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00017;contig00017;contig00005;	37652-39079;33803-34963;43532-45106;	1428;1161;1575;	v1.0 (11-03-2020)	-
AVC156	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-3-wzx;O15-7-wzy;H1-10-fliC;	100;100;100;	100;100;100;	contig00007;contig00007;contig00005;	33152-34396;30941-32119;218941-220728;	1245;1179;1788;	v1.0 (11-03-2020)	-
FH182	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00035;contig00035;contig00009;	26599-27864;31990-33240;92638-93687;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH162	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00034;contig00034;contig00028;	28928-30202;26234-27523;22754-23803;	1275;1290;1050;	v1.0 (11-03-2020)	-
AVC91	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00016;	73018-74253;74984-76219;37569-39257;	1236;1236;1689;	v1.0 (11-03-2020)	-
AVC195	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00010;contig00010;contig00008;	54548-55741;55757-56809;43947-45619;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC252	-	O9	H17	O9:H17	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-5-wzm-origin;O9-6-wzt-origin;H17-4-fliC;	100;100;99.81;	100;100;100;	contig00048;contig00048;contig00033;	30187-30972;28889-30184;13318-14367;	786;1296;1050;	v1.0 (11-03-2020)	-
AVC176	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00004;contig00004;	47610-48845;46237-47568;214358-216022;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
FH14	-	O16	H32	O16:H32	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H32-2-fliC;	99.92;100;99.942;	100;100;100;	contig00022;contig00022;contig00006;	36785-38032;34508-35674;148234-149946;	1248;1167;1713;	v1.0 (11-03-2020)	-
FH163	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00020;contig00020;contig00029;	29359-30633;26665-27954;32654-33703;	1275;1290;1050;	v1.0 (11-03-2020)	-
AVC154	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00002;contig00002;contig00013;	281870-283285;278022-279143;42556-43605;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH44	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00013;contig00013;contig00005;	129601-130794;128533-129585;6990-8662;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC251	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	contig00002;contig00002;contig00012;	349489-350751;352463-353425;113805-115451;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH80	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	99.919;100;100;	100;100;100;	contig00004;contig00004;contig00002;	27813-29039;24541-25545;405100-406857;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH181	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00001;contig00001;contig00010;	390117-391382;395508-396758;92849-93898;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH18	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	contig00052;contig00052;contig00001;	9639-10418;8880-9632;53506-55518;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
FH47	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00010;contig00010;contig00003;	129930-131123;128862-129914;217384-219056;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC12	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00004;contig00004;contig00001;	33897-35156;31786-32473;280620-282461;	1260;688;1842;	v1.0 (11-03-2020)	-
FH35	-	O128	H25	O128:H25	-	Based on 3 allele(s)	wzx:0.992;wzy:0.994;fliC:1;	O128-3-wzx-origin;O128-16-wzy;H25-11-fliC;	99.238;99.425;100;	100;100;100;	contig00048;contig00048;contig00001;	27651-29093;24023-25066;7161-8480;	1443;1044;1320;	v1.0 (11-03-2020)	-
AVC186	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00005;contig00005;contig00002;	181812-183071;184495-185182;40789-42630;	1260;688;1842;	v1.0 (11-03-2020)	-
FH10	-	O40	H48	O40:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O40-6-wzx;O40-7-wzy;H48-1-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00004;contig00002;	157-1437;2634-3839;63688-65184;	1281;1206;1497;	v1.0 (11-03-2020)	-
AVC30	-	O78	H4	O78:H4	-	Based on 2 allele(s)	wzx:0.999;fliC:1;	O78-4-wzx;H4-2-fliC-origin;	99.929;100;	100;100;	contig00047;contig00011;	3047-4462;88850-89899;	1416;1050;	v1.0 (11-03-2020)	-
AVC19	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00022;contig00022;contig00010;	44838-46100;47812-48774;111448-113235;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH211	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.994;wzy:0.993;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.405;99.267;99.924;	100;100;100;	contig00033;contig00033;contig00002;	41364-42707;37862-39088;33781-35100;	1344;1227;1320;	v1.0 (11-03-2020)	-
FH114	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00021;	423123-424538;419275-420396;23285-24334;	1416;1122;1050;	v1.0 (11-03-2020)	-
AVC209	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.994;wzy:0.993;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.405;99.267;100;	100;100;100;	contig00034;contig00034;contig00001;	8572-9915;12191-13417;7138-8457;	1344;1227;1320;	v1.0 (11-03-2020)	-
FH124	-	O15	H4	O15:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-10-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00006;contig00006;contig00007;	176057-177301;178334-179512;32906-33955;	1245;1179;1050;	v1.0 (11-03-2020)	-
AVC233	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00010;contig00010;contig00006;	38059-39252;39268-40320;217392-219064;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC171	-	O153	H7	O153:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00021;contig00021;contig00020;	537-1715;2672-3850;33834-35591;	1179;1179;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
FH141	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00027;contig00027;contig00013;	33216-34460;31005-32183;93970-95634;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH178	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00019;contig00019;contig00009;	29808-31001;31017-32069;40795-41844;	1194;1053;1050;	v1.0 (11-03-2020)	-
AVC246	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.5;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	100;100;99.94;	50;100;100;	contig00095;contig00097;contig00029;	3979-4570;2602-3654;6968-8640;	592;1053;1673;	v1.0 (11-03-2020)	-
AVC161	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	contig00015;	122063-123538;	1476;	v1.0 (11-03-2020)	-
FH48	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;99.921;	100;100;100;	contig00064;contig00064;contig00025;	5630-6409;6416-7168;10313-11575;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
AVC25	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00015;	342965-344227;345939-346901;87506-89293;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH126	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00016;contig00016;contig00002;	83756-84982;87250-88254;368109-369866;	1227;1005;1758;	v1.0 (11-03-2020)	-
AVC26	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00009;contig00009;contig00002;	5005-6267;2331-3293;406631-408418;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH39	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00005;	348904-350166;351878-352840;76612-77922;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH159	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00019;contig00019;contig00008;	31292-32485;32501-33553;40795-41844;	1194;1053;1050;	v1.0 (11-03-2020)	-
AVC207	-	O78	H16	O78:H16	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H16-25-fliC;	100;99.911;100;	100;100;100;	contig00010;contig00010;contig00001;	90669-92084;94811-95932;7113-8687;	1416;1122;1575;	v1.0 (11-03-2020)	-
AVC79	-	O36	H4	O36:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O36-8-wzx;O36-18-wzy;H4-2-fliC-origin;	100;99.92;100;	100;100;100;	contig00001;contig00001;contig00011;	37178-38422;34388-35644;40802-41851;	1245;1257;1050;	v1.0 (11-03-2020)	-
FH201	-	O1	H25	O1:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H25-14-fliC;	100;100;100;	100;100;100;	contig00015;contig00015;contig00003;	43719-44945;47213-48217;60256-61575;	1227;1005;1320;	v1.0 (11-03-2020)	-
FH175	-	O113	H16	O113:H16	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O113-3-wzx;O113-2-wzy-origin;H16-25-fliC;	99.93;99.916;100;	100;100;100;	contig00016;contig00016;contig00062;	49547-50968;47422-48609;13747-15321;	1422;1188;1575;	v1.0 (11-03-2020)	-
FH193	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00004;contig00001;	199034-200260;202528-203532;386776-388533;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH5	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00060;contig00060;contig00030;	9438-10703;10693-11745;19640-20689;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH187	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00010;contig00010;contig00022;	145604-146866;142930-143892;46344-48131;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC249	-	O45	H18	O45:H18	-	Based on 3 allele(s)	wzx:0.94;wzy:0.98;fliC:1;	O45-2-wzx-origin;O45-5-wzy-origin;H18-2-fliC;	100;100;100;	94;98;100;	contig00258;contig00280;contig00045;	1-1181;36-1108;5190-6854;	1181;1073;1665;	v1.0 (11-03-2020)	-
FH134	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00014;contig00014;contig00002;	10436-11698;13410-14372;380781-382091;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC183	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.956;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.579;100;	100;100;100;	contig00003;contig00003;contig00012;	42850-44109;39635-40697;97194-98243;	1260;1063;1050;	v1.0 (11-03-2020)	-
FH50	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00010;contig00010;contig00005;	129601-130794;128533-129585;217327-218999;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC153	-	O21	H38	O21:H38	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O21-4-wzx;O21-8-wzy;H38-7-fliC;	100;100;99.926;	100;100;100;	contig00005;contig00005;contig00020;	5933-7168;2562-3644;42160-43502;	1236;1083;1343;	v1.0 (11-03-2020)	-
FH196	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00040;contig00040;contig00009;	10928-12157;13256-14548;42010-43059;	1230;1293;1050;	v1.0 (11-03-2020)	-
FH63	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00024;contig00024;contig00011;	38867-40111;41144-42322;90540-92204;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH157	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00020;contig00020;contig00009;	28354-29547;29563-30615;40795-41844;	1194;1053;1050;	v1.0 (11-03-2020)	-
FH190	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00001;contig00001;contig00008;	27145-28338;28354-29406;136474-137523;	1194;1053;1050;	v1.0 (11-03-2020)	-
FH137	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00008;	349264-350526;352238-353200;133991-135301;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC213	-	O102	H51	O102:H51	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H51-2-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00050;contig00034;	195935-197122;148-1278;7549-9366;	1188;1131;1818;	v1.0 (11-03-2020)	-
FH167	-	O8	H4	O8:H4	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-35-wzt;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00013;	407975-408769;408769-409983;88859-89908;	795;1215;1050;	v1.0 (11-03-2020)	-
FH75	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00047;contig00047;contig00021;	344-1588;2621-3799;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH56	-	O115	H4	O115:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O115-1-wzx-origin;O115-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00020;contig00020;contig00016;	44990-46477;47285-48352;23283-24332;	1488;1068;1050;	v1.0 (11-03-2020)	-
FH155	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00036;contig00036;contig00030;	28928-30202;26234-27523;22754-23803;	1275;1290;1050;	v1.0 (11-03-2020)	-
FH64	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00034;contig00034;contig00009;	31565-32809;29354-30532;97385-99049;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH23	-	O149	H10	O149:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O149-1-wzx-origin;O149-2-wzy-origin;H10-8-fliC;	100;100;100;	100;100;100;	contig00002;contig00002;contig00010;	28797-29981;26882-27946;89012-90273;	1185;1065;1262;	v1.0 (11-03-2020)	-
FH45	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00010;contig00010;contig00002;	129930-131123;128862-129914;43172-44844;	1194;1053;1673;	v1.0 (11-03-2020)	-
FH93	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00003;	26963-28225;24289-25251;386802-388112;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH84	-	-	H40	-:H40	-	Based on 1 allele(s)	fliC:1;	H40-1-fliC-origin;	100;	100;	contig00006;	74462-75940;	1479;	v1.0 (11-03-2020)	-
AVC160	-	O8	H4	O8:H4	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-35-wzt;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00029;	28390-29184;27176-28390;32662-33711;	795;1215;1050;	v1.0 (11-03-2020)	-
AVC10	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	342659-343921;345633-346595;111456-113243;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH154	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00021;contig00021;contig00028;	45993-47267;48672-49961;32662-33711;	1275;1290;1050;	v1.0 (11-03-2020)	-
AVC221	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:1;wzy:0.71;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	100;100;100;	100;71;100;	contig00026;contig00028;contig00014;	1005-2240;1-875;37577-39265;	1236;875;1689;	v1.0 (11-03-2020)	-
AVC184	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00052;contig00052;contig00028;	9439-10704;10694-11746;14405-15454;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH200	-	O9/O104	H12	O9/O104:H12	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-1-wzm-origin;O9-17-wzt;H12-3-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00005;	111317-112102;110019-111314;6970-8757;	786;1296;1788;	v1.0 (11-03-2020)	-
FH96	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00003;	656862-658124;659836-660798;133991-135301;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH185	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00026;contig00026;contig00009;	12796-14061;7420-8670;88858-89907;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH71	-	O119	H4	O119:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O119-1-wzx-origin;O119-2-wzy-origin;H4-2-fliC-origin;	99.933;100;100;	100;100;100;	contig00036;contig00036;contig00015;	17836-19323;20465-21667;23137-24186;	1488;1203;1050;	v1.0 (11-03-2020)	-
FH121	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00010;contig00010;contig00013;	33216-34460;31005-32183;93970-95634;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH68	-	O119	H4	O119:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O119-1-wzx-origin;O119-2-wzy-origin;H4-2-fliC-origin;	99.933;100;100;	100;100;100;	contig00033;contig00033;contig00015;	30923-32410;28579-29781;94984-96033;	1488;1203;1050;	v1.0 (11-03-2020)	-
FH77	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00028;contig00028;contig00013;	344-1588;2621-3799;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH195	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.999;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;99.923;100;	100;100;100;	contig00022;contig00022;contig00016;	26293-27522;23902-25194;40813-41862;	1230;1293;1050;	v1.0 (11-03-2020)	-
