Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
FH46	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH47	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH48	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.67	0.04	0.00
FH49	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.14	20.00
FH5	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.79	0.00
FH50	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.12	25.00
FH51	f__Enterobacteriaceae (UID5124)	134	1173	336	5	1156	12	0	0	0	99.71	0.86	25.00
FH52	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH53	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	25.00
FH54	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	25.00
FH55	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	8	1	0	0	99.97	0.80	36.36
FH56	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	25.00
FH57	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	2	1	0	0	99.97	0.38	20.00
FH58	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.67	0.73	20.00
FH59	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1168	2	0	0	0	99.77	0.11	50.00
FH6	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.94	0.19	0.00
FH60	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1166	7	0	0	0	100.00	0.29	14.29
FH61	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	8	1	0	0	99.97	0.76	36.36
FH62	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.63	33.33
FH63	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH64	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH65	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH66	k__Bacteria (UID203)	5449	104	58	0	55	11	30	6	2	100.00	113.70	92.99
FH67	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.61	22.22
FH68	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.73	33.33
FH69	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	8	1	0	0	99.97	0.79	45.45
FH7	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.79	0.00
FH70	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	8	1	0	0	99.97	0.79	45.45
FH71	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.73	33.33
FH72	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.73	33.33
FH73	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH74	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH75	root (UID1)	5656	56	24	0	0	56	0	0	0	100.00	100.00	58.93
FH76	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	17	0	0	0	99.97	0.94	17.65
FH77	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.61	22.22
FH78	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.25	33.33
FH79	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH8	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.79	0.00
FH80	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH81	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH82	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH83	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.13	33.33
FH84	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.13	33.33
FH85	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.13	33.33
FH86	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1023	119	26	2	0	99.87	17.13	86.60
FH87	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.67	0.04	0.00
FH88	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH89	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
FH9	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH90	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH91	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
FH92	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
FH93	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.25	33.33
FH94	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH95	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.21	33.33
FH96	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.25	33.33
FH97	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH98	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH99	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.25	33.33
